folder,ra_deg,dec_deg,gmag
Qatar-1,303.48785198989395,64.80369619691302,11.510931015014648
Qatar-1,303.1506571901763,65.60002625292417,11.51308536529541
Qatar-1,303.26739263437713,65.52425066462136,11.540156364440918
Qatar-1,303.3881412882919,65.70256102044567,11.60670280456543
Qatar-1,303.9401086882653,65.42975312506542,11.628358840942383
Qatar-1,304.40584626132426,65.19992368055533,11.637825012207031
Qatar-1,303.18844234607786,65.47755871856415,11.649873733520508
Qatar-1,304.1212256112418,65.40845435297541,11.664714813232422
Qatar-1,304.43416859414594,64.93440848809134,11.689943313598633
Qatar-1,302.54610697255555,65.41914883758072,11.718050003051758
Qatar-1,303.6166595473406,65.10750061587932,11.73681354522705
Qatar-1,304.63206979544066,65.16525547417687,11.784607887268066
Qatar-1,302.62339435790454,64.73659985049142,11.817502975463867
Qatar-1,304.3894305349373,65.48761446385491,11.81919002532959
Qatar-1,304.27474127506616,65.05025184580813,11.830497741699219
Qatar-1,303.0097994688697,64.82473971892995,11.833643913269043
Qatar-1,302.9189440767863,64.76114651377647,11.848945617675781
Qatar-1,303.6610839488995,64.83993393926026,11.851409912109375
Qatar-1,304.44194631261587,65.08000131815844,11.898957252502441
Qatar-1,302.2083142968217,65.19433683326574,11.90099811553955
Qatar-1,302.97483131894273,65.13431096724234,11.90103530883789
Qatar-1,304.1215385013636,64.77274457276347,11.903214454650879
Qatar-1,303.0499180686227,65.65535165799189,11.908455848693848
Qatar-1,303.54600187932397,64.80877402463769,11.913716316223145
Qatar-1,304.17369442703296,65.57122960488857,11.914458274841309
Qatar-1,302.6939123550914,64.72949355734903,11.955475807189941
Qatar-1,303.76982858462765,64.76149198406888,11.966525077819824
Qatar-1,302.50254593378304,65.29422607873357,11.970284461975098
Qatar-1,303.50624273211406,65.63077627765473,11.975177764892578
Qatar-1,303.9417687849563,65.04225028855996,11.975518226623535
Qatar-1,303.84607931806147,65.18116953843128,11.995476722717285
CoRoT-2,291.5887337505947,1.8160320095191893,7.473225116729736
CoRoT-2,291.5032766841932,1.7554052301818417,8.60001277923584
CoRoT-2,291.58699329941624,1.547143746269847,8.685355186462402
CoRoT-2,292.0809448596365,1.134872146714249,8.823681831359863
CoRoT-2,291.552061044219,0.922226770530305,8.962035179138184
CoRoT-2,291.83329795098643,1.2205738374410333,9.143768310546875
CoRoT-2,291.4434742371877,1.7197005311013547,9.221787452697754
CoRoT-2,291.9048367946319,1.6847517768783655,9.496868133544922
CoRoT-2,291.759337322413,1.468584229608546,9.713214874267578
CoRoT-2,291.9419587639341,1.12224438495614,9.982994079589844
CoRoT-2,291.4646668773177,1.2822541343379208,10.005884170532227
CoRoT-2,291.99790128971625,1.836357639272256,10.008106231689453
CoRoT-2,291.7298445112243,1.7694970867121385,10.153975486755371
CoRoT-2,292.06525382939583,1.2188317651748852,10.20402717590332
CoRoT-2,291.41375218126603,1.0155290581695848,10.257671356201172
CoRoT-2,291.92118181390595,1.1010330200371963,10.267372131347656
CoRoT-2,291.59395633073694,1.7741639346441125,10.323240280151367
CoRoT-2,291.452829646466,1.3930237078582792,10.35449504852295
CoRoT-2,291.886664880658,1.7661070636321774,10.463088989257812
CoRoT-2,291.8288418586488,1.1107515002371617,10.463229179382324
CoRoT-2,291.90802320403634,1.349444818428083,10.504348754882812
CoRoT-2,291.3602558974264,1.5353587451679556,10.50519847869873
CoRoT-2,291.85619303450136,1.3457258377494523,10.510732650756836
CoRoT-2,292.148471626832,1.381187134653839,10.599081039428711
CoRoT-2,291.53921302742714,0.9248984239612021,10.617921829223633
CoRoT-2,291.97343324003384,1.4721097200738582,10.656939506530762
CoRoT-2,292.10925533744296,0.9646877481413684,10.67708969116211
CoRoT-2,292.2417402689666,1.2756844320017062,10.77375316619873
CoRoT-2,292.15231199041483,1.5339621965096324,10.899513244628906
CoRoT-2,291.38840434396286,1.7115455303537261,10.930407524108887
CoRoT-2,291.7662590100279,1.8485912775080042,10.933229446411133
CoRoT-2,291.720451258319,1.6507089608822045,10.979405403137207
CoRoT-2,291.2866813133937,1.4373054108101677,10.999959945678711
CoRoT-2,291.9051914214875,1.2771709139882101,11.007250785827637
CoRoT-2,291.9259007521289,1.1833455537429247,11.015776634216309
CoRoT-2,291.7304667226053,1.0426594242795728,11.036306381225586
CoRoT-2,291.4804298623858,1.0922854316712038,11.07079792022705
CoRoT-2,291.4992784549749,1.7626128066124958,11.138837814331055
CoRoT-2,291.9268879242957,1.4443708187833815,11.187533378601074
CoRoT-2,291.59538787760556,1.2676380709027466,11.19089126586914
CoRoT-2,291.6664603768162,1.8486584412980926,11.203119277954102
CoRoT-2,291.87992189182484,1.4834176581916436,11.244097709655762
CoRoT-2,292.00704556283455,1.7389399436509794,11.280854225158691
CoRoT-2,291.3825430485297,1.405930934824663,11.30042552947998
CoRoT-2,291.65846542473713,0.9922592819511435,11.32164478302002
CoRoT-2,291.93848618433987,1.819357650557933,11.330697059631348
CoRoT-2,291.98135249410194,1.041997641317076,11.344084739685059
CoRoT-2,292.26915024175725,1.2774161764455807,11.35638427734375
CoRoT-2,291.5222969989606,1.209212926493979,11.40103816986084
CoRoT-2,291.6931132656273,1.70769796460063,11.424076080322266
CoRoT-2,292.01294298308454,1.3325917263200893,11.436060905456543
CoRoT-2,291.5779812761029,0.9624150572472332,11.443620681762695
CoRoT-2,291.35903377544486,1.7384788603702845,11.456581115722656
CoRoT-2,292.21956657544416,1.2248109732052288,11.471991539001465
CoRoT-2,291.567652655112,0.9956810024628195,11.481087684631348
CoRoT-2,291.6375745006297,1.015391269309523,11.48648738861084
CoRoT-2,292.25175947541686,1.4513372080272073,11.506760597229004
CoRoT-2,291.8580369238819,1.4135395944782183,11.527525901794434
CoRoT-2,291.5113833757061,1.1731799474627516,11.549760818481445
CoRoT-2,291.8359242279827,1.3328629490194577,11.552494049072266
CoRoT-2,292.08312669524935,1.7951921560917588,11.557113647460938
CoRoT-2,292.27643196928733,1.3851004618213054,11.561205863952637
CoRoT-2,291.3525444977339,1.6891676005940661,11.562646865844727
CoRoT-2,291.864130338116,1.855585971231087,11.566906929016113
CoRoT-2,292.0709772199666,1.4362684264331431,11.57344913482666
CoRoT-2,291.7104880277718,0.8585876290641974,11.575263023376465
CoRoT-2,291.6334939285393,1.53896665672907,11.583434104919434
CoRoT-2,292.0525055974176,1.0966479451562559,11.630850791931152
CoRoT-2,291.99095655144293,1.4025977495410098,11.633706092834473
CoRoT-2,291.4794701181298,1.719325051672138,11.639556884765625
CoRoT-2,291.76838382391276,1.8626497542639593,11.639653205871582
CoRoT-2,291.90384304408025,1.4180790389623277,11.645580291748047
CoRoT-2,291.700842202508,0.8859015285759627,11.647029876708984
CoRoT-2,291.5769002323336,1.5969549872002586,11.65980339050293
CoRoT-2,291.78974312797305,1.3910808284024023,11.67550277709961
CoRoT-2,292.0524331895916,1.4985401374457525,11.7003173828125
CoRoT-2,291.5904904577904,1.2959659167190964,11.702951431274414
CoRoT-2,292.2650319757693,1.259372198656078,11.710880279541016
CoRoT-2,291.4692990468132,1.039400904815123,11.715238571166992
CoRoT-2,291.95735493766125,1.7223073139802687,11.722797393798828
WASP-2,307.8135454638112,6.355734426387423,7.175880432128906
WASP-2,307.9362552627064,6.6321070527999355,7.390360355377197
WASP-2,307.1886965467806,6.393827594020901,8.353429794311523
WASP-2,308.1002983875401,6.5176712599687985,8.401410102844238
WASP-2,307.6895533529855,6.028061652741754,8.741308212280273
WASP-2,307.7578145074114,6.01209486276158,8.892173767089844
WASP-2,307.84125096606545,5.980111098448912,9.02609920501709
WASP-2,307.4392691907174,6.873309521776286,9.104007720947266
WASP-2,308.2295913884043,6.316757605339152,9.465226173400879
WASP-2,307.340200320585,6.408925591823662,9.473801612854004
WASP-2,308.23292218037966,6.631125776408484,9.578618049621582
WASP-2,307.88750640265494,6.137025044562091,9.604092597961426
WASP-2,307.58558630998726,6.461084851921401,9.691349029541016
WASP-2,307.6796290800302,6.333507104244503,9.755528450012207
WASP-2,307.91591501829953,6.839428536637524,9.85847282409668
WASP-2,307.3675267085109,6.705646038876765,9.903578758239746
WASP-2,307.76489716534195,5.970067033993225,9.918498039245605
WASP-2,307.78558586846333,6.1005153205939155,10.090124130249023
WASP-2,308.23156263788275,6.395232128448655,10.106776237487793
WASP-2,307.1895884010602,6.5436390025401785,10.155464172363281
WASP-2,307.41716571391964,5.973578397002795,10.235610961914062
WASP-2,308.0244460307589,6.731856679602802,10.25838565826416
WASP-2,307.92807329217726,6.463879561337329,10.287252426147461
WASP-2,308.0098129757675,6.337951741373779,10.41834545135498
WASP-2,307.6631838409449,6.261611636422717,10.560966491699219
WASP-2,308.09598914233123,6.728978372016765,10.562926292419434
WASP-2,307.62016047643885,6.923616645438401,10.644718170166016
WASP-2,307.7426960094219,5.98099917396998,10.671379089355469
WASP-2,308.04262781814225,6.597522200859039,10.68185043334961
WASP-2,307.62713099394654,6.031741703773168,10.701374053955078
WASP-2,307.44633289234054,6.5167740055887915,10.709284782409668
WASP-2,308.08717393146594,6.212399748435992,10.734477043151855
WASP-2,307.9826851544739,6.617537668060568,10.738845825195312
WASP-2,307.8951987265022,6.884412628818087,10.807117462158203
WASP-2,308.17294476153336,6.303658523552286,10.832189559936523
WASP-2,308.09587064246756,6.465241207958444,10.846580505371094
WASP-2,307.6580250864412,5.9153804530406475,10.896193504333496
WASP-2,307.4548852801101,6.701564392131113,10.922369003295898
WASP-2,308.24809737660536,6.288578483952076,10.929899215698242
WASP-2,308.0943605362728,6.097198547425965,10.983716011047363
WASP-2,307.98230950349443,6.69666187229506,10.999459266662598
WASP-2,307.5116948116997,5.937136253461234,11.02183723449707
WASP-2,307.83591817284736,6.129587172022186,11.058724403381348
WASP-2,307.80942326779103,6.455557377391532,11.06429672241211
WASP-2,307.5160054353355,6.030807518117695,11.075494766235352
WASP-2,307.2546531986258,6.392366736989354,11.110956192016602
WASP-2,308.14151489915287,6.515343669911786,11.139006614685059
WASP-2,308.077661368447,6.420889546836939,11.157591819763184
WASP-2,307.70661964505007,6.158187835214437,11.218708992004395
WASP-2,307.88405475861623,5.978111275173564,11.223235130310059
WASP-2,307.696997467418,6.928024109942733,11.22866153717041
WASP-2,307.619826031075,6.3651913693960855,11.228760719299316
WASP-2,307.88080697638156,5.993786869864729,11.263296127319336
